Survey Date,Itinerary Number,Additional feedback,,
2018-02-20 15:53:00.000004,7330424971972,I talked to knowledgeable staff on the phone who seemed genuinely sincere with helping me.,,
2018-02-20 15:56:59.999997,7330803768619,"Because of the Payless Rental System at ATL, I was left with calling the Travel Center. The representative was good and professional.",,
2018-02-20 15:58:59.999998,7321213907722,There was not a long wait time.,,
2018-02-20 16:09:59.999999,7312147261544,I wanted to cancel a car reservation on line & it was bery difficult,,
2018-02-20 17:17:00.000001,7322438579855,My problem was quickly solved.,,
2018-02-20 18:24:00.000003,7330578458041,The agent that helped me was extremely professional knowledgeable and courteous she went way and beyond her job and I couldn’t thank her enough for her valuable help,,
2018-02-20 18:49:00.000002,7284397867371,The representative who helped me was knowledgable and courteous.,,
2018-02-20 18:51:00.000003,7330428817293,I had car rental questions that were handled well by your friendly staff that entailed them calling the rental agency for the information.,,
2018-02-20 21:20:59.999997,7323671204273,The agent was very cooperative and friendly.,,
2018-02-20 21:22:59.999998,7330466102576,It only took 1 call and the rep kept me imformed with what he was doing as he tried to help me.,,
2018-02-20 21:27:59.999996,7328219832380,Your person was very competent.,,
2018-02-20 22:36:00.000003,7330390490181,"First of all I thought that my reservation was NOT to be charged to my account until time of trip, which I had the option to cancel and not be charged.  But indeed I was, when I asked the person he told me my reservation was cancelled and that I would receive a refund within 10 days.  Which in turn made my checking account overdrawn cause it charged me for 3 reservations as I wanted to lock in the good price to see which was closer to my relatives.  So, now I am not sure I will do this again.  Have never had a problem with my car rentals, just hotel reservations. Sad about this.",,
2018-02-20 23:46:59.999998,7324411605626,I could not understand the callback number left in the phone message - I listened to the msg 3x.  Please repeat the callback number. All went well after I tracked down the AARP Travel Center.,,
2018-02-21 07:12:00,7321967173573,Getting to domeone was easy.  Solving the problem thst I had was never done.  The oroblem was not with Expedia but with USave Car Rental.,,
2018-02-21 08:59:00.000004,7319673586646,My questions were answered quickly and with confidence,,
2018-02-21 12:22:00.000002,7330229863464,I always book thru AARP.  People are very helpful and very nice.,,
2018-02-21 15:47:00.000001,7327392807626,I broke my arm and was unable to travel- AARP could not get me a refund with the hotel. I will never book anything with AARP Travel again.,,
2018-02-21 16:05:00.000001,7322292692220,"The issue is not yet resolved. The initial assistance I have received was considerate (the representative listened to my complaints about the motel) and quick and efficient in contacting the motel manager/owner. However, I will hope Expedia will have success negotiating with the motel manager/owner on my behalf. If we are successful--since the property did not come up to good standards for cleanliness and pleasant environment--I will be able to have confidence in Expedia for its screening of properties and for supporting its customers.",,
2018-02-21 17:50:00.000004,7323204922461,The first person I spoke with was able to handle my issue.,,
2018-02-21 18:00:00,7326558690560,Question answered without research.,,
2018-02-21 18:00:00,7327573794758,Assisted with question I had,,
2018-02-21 18:00:00,7330976721244,"Courteousness,professionalism and friendliness,complaints and other issues handled satisfactorily and in a prompt manner.
 J",,
2018-02-21 19:16:00.000002,7330992393312,Representative was very helpful,,
2018-02-21 19:23:59.999997,7325341495700,I actually understood the agent. Very friendly.,,
2018-02-21 21:54:59.999996,7322189856789,When I spoke to one of your representatives I explained the problem and they quickly took care of the issue. And they were very pleasant!,,
2018-02-21 21:58:00.000002,7328060686763,I did not resolve a rental car issue after speaking with three agents for more than an hour.,,
2018-02-21 22:34:59.999998,7330434215598,The process was not detailed.  The directions were clearly stated.,,
2018-02-22 01:16:59.999998,116438016169,I received an email from them stating a flight change happened. I called and spoke with the representative and he took care of the questions I had.,,
2018-02-22 09:51:59.999999,7330572571415,I explained what I needed done and the person who helped me was able to complete the transaction in a timely manner.  Any questions I had were answered to my satisfaction.,,
2018-02-22 10:41:59.999997,7330662241704,the rep answered my question and sent me another confirmation providing the info I needed.,,
2018-02-22 14:05:00.000004,7320230369467,Because they were very helpful and handled what I asked of them.,,
2018-02-22 15:40:59.999998,7326491138112,I had to deal with a person who was polite but completely inept did not know what he was doing gave me the wrong information & when I asked a question said that he would have to speak to someone in Manila who gave him the wrong information as I am in New York & I was renting a car in Miami it was ridiculous it was a waste of an hour & when I got the confirmation email the pickup was not at the airport as I requested & he had said that I had reserved. I used to use Expedia a lot in the past but will not be using it again in a hurry just because I used your service it does not give you the to torture me with complete incompetence staff & waste my time.I had to contact the rental company directly for them to arrange the booking that I was promised & had booked I think dealing with Expedia should come with a health warning.,,
2018-02-22 17:03:00.000003,113806324703,It was easy to connect to an agent and in my opinion went out of their way to help me,,
2018-02-22 17:08:59.999997,7330047762348,"Not only was the rep precisely effecient, she was also very pleasant & friendly rep. I received a hassle-free service which I alwsys appreciated.",,
2018-02-22 17:10:59.999998,7330415715355,"Because im in a spot that im trying to resolve a matter with expedia,  But im hoping to get it resolved soon. This is how i feel for right now.",,
2018-02-22 17:17:00.000001,7302664898528,Excellent and professional service,,
2018-02-22 17:21:00.000003,7323244785317,He listened to me and handled my issues quickly and thoroughly.,,
2018-02-22 17:35:59.999997,7319487393822,"The agent was very informative and professional. It should have not even been necessary. If the first person who originally helped me had questioned how my wife's name (Susan) was spelled, he spelled it Suzan, there would have been no problem. The change was easy with the second representative. I was told that certain airlines question name spelling. Very frustrating problem.",,
2018-02-22 18:04:00.000002,7331222811861,The Rep nade it very easy for me.,,
2018-02-22 18:08:00.000004,7331269808184,Knowledgeable agent with good verbal skills.,,
2018-02-22 18:51:59.999999,7331228386687,The representative was professional and handled my request efficiently.,,
2018-02-22 19:03:59.999996,7331290132309,"Well...it took 3 people and about 3 hours to finally correct the problem with our vacation package. However, the 3rd person we got was very helpful in getting our vacation back on track, and we are thankful. She really helped us. Great Job!",,
2018-02-22 19:39:00,7318524784718,"My flight was delayed, making it necessary to rebook my rental car (had to cancel the old one and start a new one).  I tried to do this on a website, but was having trouble locating a 'cancel' option.  So the AARP reps both cancelled the old reservation, and placed a new one for me.",,
2018-02-22 20:15:59.999996,7330867507342,Excellent service,,
2018-02-23 00:08:00.000004,7331254056437,"The computer kept leading me into other fields which I could not understand or follow.  I spend several hours fruitlessly having to follow badleads, finally gave up and cancelled my reservation.",,
2018-02-23 00:15:59.999999,0,never talked to anybody yet about the flight or rent a car.,,
2018-02-23 00:42:59.999999,7329651182028,"after we made our reservation the price of of our package dropped significantly,i called Expedia and talk to the agent he was helpful and issued us the credit not for the full difference but some of it i was expecting for more but he can give us some amount back which is nice.",,
2018-02-23 06:36:59.999996,7328451909414,The agent was very helpful and encouraging,,
2018-02-23 08:35:59.999997,7330775041527,great representative who quickly fixed my problem. I didn't do very easy because it took me awhile through the ivr to reach the agent.,,
2018-02-23 09:06:00.000003,7309598859856,The issue hasn't been resolved,,
2018-02-23 09:22:59.999998,7328390994308,Representative quickly understood and resolved my issue.,,
2018-02-23 15:27:00,7331311341867,Knowledgeable customer services representative.,,
2018-02-23 16:02:00.000004,7331495577786,The rep I dealt with was knowledgeable and efficient.,,
2018-02-23 16:36:00.000003,7329362751851,They took care of the issue.  I forgot to put in my TSA pre check number and they added it.,,
2018-02-23 18:31:00.000002,7331217791956,They listened to my complaint and immediately they contacted the car rental company. The issue was immediately resolved. Thank you.,,
2018-02-23 19:43:59.999998,7331451270177,I'm always a little nervous when booking -thinking I  will make a mistake. The person who helped me was knowledgeable and helpful and I really appreciated her.,,
2018-02-23 19:57:00,7327727729904,Courteous and informed agent.,,
2018-02-23 20:44:00.000001,7330273489209,Thank you for all you do for us Seniors!,,
2018-02-23 21:13:59.999998,116045810029,Customer service rep called transportation van to Sydney Airport to arrange pickup from hotel,,
2018-02-23 21:35:00.000004,,"My issue is I've been receiving 2-4 emails per week from AARP Travel about offers, although my account is set to NOT receive emails plus over the last 12+ months I have clicked on the ""unsubscribe"" option in the emails.  I was on the phone with 1 rep for over 15 minutes who couldn't figure out why I was receiving travel offers and then handed off to a supervisor but put on hold for  over 15 minutes when II had to leave for another appointment.  I was thankfully called back by a supervisor but first that call was dropped and the supervisor had to call back.  I was then asked all the same questions.  The end result is that I shouldn't receive email offers but if I do then I should contact AARP directly, which is not very comforting.  Lastly the AARP Expedia Customer Support site has an email option but clicking on that link just came back to the same window, thus I ended up calling.  Very frustrating to say the least.",,
2018-02-23 21:53:00.000004,7323266649949,"There was a change in my return flight. They called & listened to my needs & were extremely helpful. I can’t tell you how many times, I have recommended AARP travel services.",,
2018-02-24 10:41:00.000001,7330994299666,Was happy except the agent gave me wrong information about the luggage and that became exstremly inconvenient for me. I am not good on line that's why i used Aarp to begin with. I've always used them in the past and never had a problem.,,
2018-02-24 13:12:59.999996,7331239282500,"I booked an extended stay hotel in Eagan, MN under confirmed; however, I could not read the feedback on the site and went to another site I could.  Upon reading the feedback from past visitors I was troubled and wanted to cancel my confirmed stay.  I called AARP about my fears of staying at an extremely under rated place.  My AARP agent called then to see what could be done, at first they said they would not cancel my confirmed stay.  The AARP agent called me back and told me; however, because of what the hotel stated they provided for its guests, the AARP agent asked the hotel if they would be able to match everything they advertised.  The hotel changed their mind and canceled my stay.  However, I was told that it would take a week to refund my credit card.  At this time I am waiting for this to happen.  I will never agree to a confirmed stay again because of this situation and will track down hotel feedback in the future.  Also, since the feedback was so low for the hotel I wondered why they are allowed to advertise on the Expedia/AARP website, maybe there should be some type of merit system for the hotels to reach before allowing them.",,
2018-02-24 14:55:59.999998,7331315121175,helpful customer service,,
2018-02-24 17:26:59.999997,7331498127836,I missed a letter in my name and missed the error until tickets were purchased. Made a phone call and it was handled cheerfully and quickly.,,
2018-02-24 18:31:59.999998,7325183919875,He was supposed to call me back before 7 pm. I was trying to go from 2 nights to 1 night and the hotel wasn't cooperating (I don't understand why they already had a room for us). He was going to check with his supervisor and get back to me before we were locked in. At 6:50 I decided to cancel and book at another hotel so I wouldn't get stuck. He never called back ( maybe because I changed it?),,
2018-02-24 20:19:00.000002,7331286030709,I had a pretty easy time of soaking my desires.  But I wasn't certain I received the discount.,,
2018-02-24 20:32:00.000004,7331083300392,"It took 3 calls to get the ""correct"" trip. The first person said they would email the trip to review prior to booking. Never got email. The second person screwed up with the returning flight after we reviewed it for correctness. I had to cancel and start over. In doing so, flights and previous bookings were no longer available. Was not a quick process as well.  Still not sure about all the charges.",,
2018-02-25 10:45:59.999999,7328267095394,You were easy to reach by phone and both informative and accommodating.,,
2018-02-25 18:31:59.999998,,Customer service agent was extremely professional and helpful.,,
2018-02-26 10:07:59.999998,7331238975380,"There was an error in the dates after booking the rental car . . . when I phoned the AARP Customer Service Rep. he was exceptional in not only correctly the date, but ensuring that I had the best rental car deal possible!",,
2018-02-26 13:00:59.999999,116314602230,The customer agent Laura was very friendly and efficient.,,
2018-02-26 16:12:00,7331542041754,"Customer service was unprofessional... made the remark “well, at least we’re refunding your money.”  Also remarked that it was my fault for checking into the hotel.",,
2018-02-26 16:16:59.999998,7331512320373,Very difficult because reps were in a foreign company and hard to understand. They had to repeat many times and so did i,,
2018-02-26 16:18:59.999999,7324744144332,"The agent was polite, helpful, answered all of my questions and resolved my issue.",,
2018-02-26 16:20:00.000004,7328416312604,just that it was very easy,,
2018-02-26 16:29:00.000004,7331644177153,My travel plans was booked in less than 10 minutes.,,
2018-02-26 16:30:59.999996,7323468155968,The initial complaint was taken on 2/22/18 and there were follow up emails. Finally the complaint was resolved on 2/24/18 by a supervisor Charles #7312. He listened and made me an offer or a partial refund which I accepted.,,
2018-02-26 16:32:59.999997,7319547357000,"It took a little time to accomplish what needed to be done to help me.  But, the young man who helped me was extremely competent and very easy to deal with.",,
2018-02-26 17:35:00.000001,7328452504006,"I called the Westin Hotel myself and was told AARP/Expedia had to change our reservation date. (The hotel said it was no problem - for THEM.) Meanwhile I have gotten a bunch of e-mails from you, and it is still NOT resolved. This is RIDICULOUS!
 I also suggest that you hire genuine English speakers. It is sadly obvious that the people I have spoken with, and received e-mails from, were not comfortable with the language. This should have been a simple fix.",,
2018-02-26 17:44:00.000001,7329593132639,The person who handled problem was very patient and knowledgable took time to give me datailed information.,,
2018-02-26 18:15:59.999999,7331805692744,"I was desperate because I had entered wrong departure date for a trip to Cali, Colombia and approximately 10 minutes later i called looking for help to cancel that wrong booking.  The first representative transferred me somewhere but I did not get an answer.  I called back and the second representative calmed me down and told him that he would cancel the reservation, send an email and I could go ahead and rebook the reservation to departure on March 23 instead of February 23 like I mistakenly entered.  The second representative immediately assured me the mistake could be fixed which relieved my stress.",,
2018-02-26 19:09:00.000003,7329093209367,"Somehow the hotel dates (March 21, 22 and 23) got recorded in February instead of the desired March dates.  I was advised that I only would be reimbursed for 2 nights and must pay the first night dispite the fact that I still plan to stay there in March.  I an not sure how this error occurred.  I went back on my computer and the proper March dates were still in the system.  I am out about $100.  Not happy.",,
2018-02-26 19:21:00,7325533133927,Travel Center tried to contract the manager of the hotel about refunding part of my stay as dates had changed. The manager was extremely difficult to find.,,
2018-02-26 20:24:59.999996,7331680406651,"It was easy making reservations for a car rental.  However, the first representative provided an incorrect pick up date to the rental car service.  I had to call back to speak to another represent to have the rental car pick up date change to the correct date.",,
2018-02-26 20:44:59.999997,7331696879241,Customer service answered phone promptly.  And was very helpful and cordial.,,
2018-02-26 20:57:00.000003,7330543118395,"The process was made simple. The person who assisted was very knowledgeable, and pleasant.",,
2018-02-26 21:31:00.000002,7330709731800,This time they were nice and professional.,,
2018-02-26 21:47:59.999997,,"Communication and the English language were a challenge for you employees, extremely irritating, secondly they have no clue how to assist customers', the solution I was provided did not require the assistance of customer service or an incompetent supervisor. I do not appreciate being treated like I am an idiot, I have done a fair amount of business thru you, but your customer service is failing to maintain a reasonable level of efficiency and satisfaction",,
2018-02-26 21:54:00,7329865702480,Internet navigation,,
2018-02-27 06:27:59.999996,7331060578369,Agent explained why regular expedia cost more than expedia aarp.,,
2018-02-27 09:29:00.000001,115715504374,"NO Resolution!  I purchased a ticket last year and my Florida resort cx the stay due to damage it sustained during the hurricanes.  I understood the airlines not refunding but crediting the amount for tickets, to be used at a later booking with a 200.00 change fee per ticket.  I booked a trip for this May, but after speaking with my employer, I was asked not to go at that time.  I called within the 24 hours of booking the flight, which used my credit with the airlines.  I was told that Expedia could not void the transaction for the change fee and additional amount for the fare on my ticket.  I was told to call the airline and that it was their policy.  I was on the phone for two and a half hours and was being told to call expedia by the airlines and then call united airlines by expedia.  I was told that if I had book the trip for May directly through the airlines, they would have been able to void the transaction, but because expedia was involved they could do nothing other than issue another credit and not for the full amount I had paid. I addition, I would have to pay another 200.00 per ticket change fee to use the ticket.  Mind you, this was about ten hours after I had booked the flight!  I will not book through Expedia again.  Too many rules between the airlines and expedia.  The money you might save would be used to purchase travel insurance to avoid the many hours and frustration on phone calls with airline companies and Expedia!  NOT WORTH IT!",,
2018-02-27 12:36:59.999996,7330768300720,I was forwarded to a call center and the workers were not well informed and were not able to assist with resolving the problem I had. I was told I would receive a $25 credit toward a future reservation but never received it.,,
2018-02-27 16:59:00.000001,7332021702640,"it was a pretty easy issue because we caught the mistake right away. but still, the operator on your end handled the issue very professionally and easily satified me.",,
2018-02-27 17:39:00.000003,7329470171893,Customer representative listened to my concerns by verifing info with company providing service and cleared up my concerns,,
2018-02-27 17:39:00.000003,7332445739438,"I would have checked very easy; however, it is difficult for me, from the south, to understand some accents, and I have to ask over.  It is frustrating for me and I know it is frustrating  for the person working with me.",,
2018-02-27 18:24:59.999999,,"The operator helped me in a very professional manner . She was able 
To accommodate my request and changed my flight .",,
2018-02-27 21:27:00,7323298926514,"We have been members of AARP since 2008 we never had a issue booking any type of trip, saved lots of money.",,
2018-02-27 23:35:59.999997,7325214201912,Your confirmation email for rental car did not tell me what rental company to go through.So I had to call. Need to make change. We wasted valuable time.,,
2018-02-28 02:30:59.999999,7332000239353,Was easy to book hotels through Expedia.,,
2018-02-28 08:21:00.000003,7332122084898,I was able to get my trip cancelled with one phone call,,
2018-02-28 09:04:00.000002,7331933080886,The person was helpful in solving my problem. I do wish you had employees that spoke better english,,
2018-02-28 09:22:00.000002,7329766128777,"Direct contact with someone who immediately addressed my concern, satisfactorily.",,
2018-02-28 10:14:00.000001,7331096357530,Although the Expedia representative was able to easily make a change it was not without me occurring some additional costs based on the hotels change policy. The hotels non-responsiveness or refusal to answer their phone in request to making an adjustment made it difficult.,,
2018-02-28 12:31:59.999998,7332237092231,"The person with whom I spoke, I believe her name was Laura, completed my cancelation request quickly and professionally.",,
2018-02-28 13:07:00.000002,7329381682031,When I attempted to change my travel plans after arriving in Kansas city Missouri I was told by the agent that she was not going to help with car rental. She was terse and rude,,
2018-02-28 14:26:59.999997,7330357265419,On the website when you are purchasing travel you offer a total protection plan.  It mentioned something about plans change and that’s why you should purchase it.  When I canceled my travel reservations due to my traveling companion‘s illness I was asked all kinds of questions about why we were not able to travel.   The travel center doesn’t process  The travel claim so I can get my money back.  But you sell it.  It’s very disappointing that you don’t handle all the customer service for the products that you actually sell.  I will not be booking through Aarps travel center again nor will I ever tell anyone to book through the Aarps travel center.,,
2018-02-28 15:44:00.000004,7330791439966,"I didn't think it was as easy as it should have been.  I wanted to change the date for my reservation, change to one day earlier, and thought you would be able to make the change.  I was told that the manager of the motel would have to to contacted.  Several hours later, I called the motel and was told by the manager had not been contacted but was informed that the motel did have a room for the requested date at the same price.  I called Expedia back and told the contact person about my conversation with the manager.  The contact person again called the motel and then returned my call.  The reservation was subsequently changed but I lost my AARP discount.  I had to pay $9 more which didn't seem right but my wife and I were planning to leave the next morning.  Maybe I should have just cancelled the reservation and got a refund.  I was not pleased with the hassle I had to go through.",,
2018-02-28 15:45:59.999996,7286070649394,"easy to navigate through..good pictures of hotels,resorts etc",,
2018-02-28 17:03:59.999999,114500366142,The issue I had was resolved,,
2018-02-28 18:06:00.000003,7332461734335,Employees are knowledgeable of their jobs.,,
2018-02-28 18:15:00.000003,7321277412116,Easy to talk to you about everything about the trip,,
2018-02-28 18:49:59.999998,7331579174789,"I can’t believe how much my experience with Expedia has changed. You used to be my one and only one stop shop and now you have earned my permanent refusal. This was second of two encounters and this one was iconic. I have reported it twice to two different contacts and will not elaborate here again but if anyone of real influence wishes to learn, they can call me. I will never use Expedia again but in your interest if youn ant to improve then call me. 7722144836 tim",,
